,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Holding_Policy_Duration,Reco_Policy_Premium,Response,X1,X2,X3,X4,X5,X6,X7,X8,Age,City_Code_C10-C18,City_Code_C19-C27,City_Code_C28-C36,Holding_Policy_Type_2.0,Holding_Policy_Type_3.0,Holding_Policy_Type_4.0,Reco_Policy_Cat_12-15,Reco_Policy_Cat_16-22,Reco_Policy_Cat_6-11
4965,0,1,0,2,9632.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,0,1,0
4966,1,1,0,6,11430.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,1,0,0,1,0
4967,0,1,0,15,13848.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0,0,0,0,1,0,0,1,0
4968,0,1,0,15,9232.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0,1,0,0,1,0,0,0,0
4969,1,1,0,15,14806.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0,1,0,0,1,0,0,1,0
4970,1,1,0,3,18480.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0,0,0,0,1,0,0,1,0
4971,0,1,0,1,10494.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,1,0,1,0,0,1,0,0
4972,0,0,1,15,24278.8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.5,0,0,0,0,1,0,0,1,0
4973,1,1,0,15,13680.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,1,0,0,1,0,0,0,0,0
4974,0,1,0,15,9016.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,1,0,0,0,1
4975,0,1,0,15,4848.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0,1,0,0,1,0,0,0,1
4976,0,0,1,12,30744.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,1,0,0,0,1,0,0,1
4977,0,1,0,2,7740.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0
4978,0,1,0,6,6120.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,1,0,0,1,0,1,0
4979,0,1,0,3,4888.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,1,0
4980,0,1,0,2,5744.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,0,1,0
4981,1,1,0,4,16744.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0,0,0,0,0,1,0,1,0
4982,0,1,0,15,8736.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,1,0,0,1,0,1,0,0
4983,0,1,0,1,15144.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,0,0,1,0,0
4984,1,1,0,15,16800.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0,0,0,1,0,0,0,1,0
4985,0,1,0,9,13178.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0,0,0,0,1,0,0,1,0
4986,1,1,0,4,13200.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,0,0,1,0
4987,1,0,0,15,22400.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0,0,0,0,1,0,0,1,0
4988,0,1,0,15,10496.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,1,0
4989,1,1,0,6,17472.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0,0,0,0,0,0,0,1,0
4990,1,0,1,15,16358.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0,0,0,0,1,0,0,1,0
4991,0,1,0,15,6080.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,0,0,0,1,0,0,1,0
4992,1,1,0,3,18228.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0,0,0,0,1,0,0,1,0
4993,0,1,0,3,13770.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1,0,0,1,0,0,0,1,0
4994,1,1,0,9,15764.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,1,0,1,0,0,0,0
4995,0,1,0,15,8190.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0,0,0,1,0,0,1,0,0
4996,0,1,0,15,17680.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0,0,0,0,1,0,0,1,0
4997,1,1,0,15,11840.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0,0,0,0,0,1,0,1,0
4998,1,1,0,7,10032.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0,1,0,1,0
4999,1,1,0,15,11880.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0,0,0,0,1,0,0,1,0
5000,1,1,0,7,7500.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,1,0,0,0,0,1,0,1,0
5001,1,1,0,15,18270.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0,1,0,0,0,1,0,1,0
5002,1,1,0,1,13512.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1,0,0,0,1,0,1,0,0
5003,0,0,1,15,4922.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.5,0,0,0,0,1,0,1,0,0
5004,1,1,0,6,17136.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0,0,0,0,0,1,0,1,0
5005,1,0,1,10,31257.4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.5,0,0,0,0,0,1,0,1,0
5006,1,1,0,13,15240.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,1,0,0,1,0
5007,1,1,0,3,12600.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0,1,0,0,0,0,0,0,1
5008,0,1,0,15,10368.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,1,0,1,0,0
5009,0,1,0,15,4182.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,1,0,0,0,1
5010,0,1,0,15,3882.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,0,0
5011,0,1,0,6,9856.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,0,1,0,0,1,0
5012,0,1,0,1,13800.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,1,0,0,0,0,0
5013,0,1,0,15,9366.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,0,1,0,0,1,0
5014,1,1,0,15,16950.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1,0,0,0,1,0,0,1,0
5015,1,0,1,15,25788.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0,0,0,0,0,1,0,1,0
5016,1,0,1,15,14643.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.5,0,0,0,0,1,0,0,1,0
5017,1,1,0,3,17444.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,1,0,0
5018,0,1,0,3,5800.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,1,0,0,0,0,0,0,0,0
5019,0,1,0,15,10416.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,1,0
5020,1,1,0,15,18880.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0,0,0,0,1,0,0,0,1
5021,1,1,0,4,9086.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,0,1
5022,0,1,0,15,11560.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,0,0,0,1,1,0,0
5023,0,1,0,15,13662.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1,0,0,0,1,0,0,1,0
5024,0,1,0,3,6876.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1,0,0,1,0,0,1,0
5025,1,1,0,15,11466.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0,0,1,0,0,1,0
5026,0,1,0,15,3936.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,0,1,0,1,0,0
5027,1,0,1,11,16870.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0,0,0,0,1,0,0,1,0
5028,1,1,0,3,13340.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,1,0,0,1,0
5029,1,1,0,1,15624.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,1,0,0,0,1,0
5030,1,0,1,8,19232.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,0,0,1,0,0,1,0
5031,0,1,0,4,4728.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,0,0,1,0,0
5032,1,1,0,2,17836.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,0,0,1,0
5033,1,1,0,12,14496.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,0,0,0,0,0,0,1,0
5034,1,1,0,2,7668.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0,0,0,0,1,0,0,1,0
5035,0,1,0,3,15356.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,1,0,0,1,0
5036,1,1,0,4,11304.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1,0,0,0,0,0,0,1,0
5037,1,1,0,15,7980.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,1,0,0
5038,0,1,0,15,10320.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,1,0,0,1,0
5039,0,1,0,15,5360.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,0,0
5040,1,1,0,15,7644.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,1,0,0,1,0
5041,1,1,0,15,10134.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,0,0,0,1,0,1,0,0
5042,1,1,0,3,6924.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,1,0,1,0,0
5043,0,1,0,1,10304.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1,0,0,0,0,0,0,1,0
5044,0,0,1,12,19404.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,1,0
5045,1,1,0,15,5344.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,1,0,0,1,0
5046,0,1,0,2,9680.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,1,0,0,0,1,0,0,1,0
5047,1,0,1,10,31257.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1,0,0,0,0,1,0,1,0
5048,0,0,1,15,29856.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0,0,0,0,1,0,1,0,0
5049,0,1,0,15,5304.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,1,0,0,1,0
5050,1,0,1,15,18695.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,1,0,0,1,0,0,0,1
5051,1,1,0,15,11934.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,1,0,0,1,0
5052,0,1,0,15,12294.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,1,0,0,1,0
5053,1,1,0,1,8274.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1,0,0,0,0,0,0,0,0
5054,0,1,0,1,13700.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0,0,0,0,1,0,0,1,0
5055,0,1,0,15,9660.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,1,0,0,0,1
5056,0,1,0,15,10192.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,0,0,1,0,0,1,0
5057,0,1,0,2,18424.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,1,0,0,0,0,0,0,1,0
5058,1,1,0,15,18600.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0,0,0,1,0,0,0,1
5059,0,1,0,15,11520.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0,1,0,0,1,0,0,1,0
5060,0,1,0,6,9840.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,1,0,0,1,0,0,1,0
5061,1,0,1,1,24793.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,1,0,1,0,0,0,1
5062,0,0,0,3,25410.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,1,0,0,0,0,0,0,0,1
5063,1,0,0,15,25536.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0,0,0,0,0,1,0,1,0
5064,1,0,1,15,28416.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0,1,0,0,1,0,0,1,0
5065,1,1,0,15,16520.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,1,0,0,0,1
5066,1,0,1,3,19998.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.5,0,1,0,0,0,0,0,0,0
5067,0,1,0,3,12150.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,1,0,0,0,1
5068,1,1,0,15,4968.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,0,0,1,0,1,0,0
5069,1,0,1,13,16281.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0,0,0,0,1,0,0,1,0
5070,1,0,1,15,20165.6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,1,0,1,0,0
5071,0,1,0,15,10288.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,0,0,1
5072,0,1,0,15,7110.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1,0,0,0,1,0,0,1,0
5073,0,1,0,15,7730.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,1,0,1,0,0,0,1
5074,0,1,0,1,7180.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1,0,0,0,1,0,0,1,0
5075,0,1,0,11,7860.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,0,0,1,0,0,1,0
5076,1,1,0,15,11140.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,1,0,0,1,0,1,0,0
5077,1,1,0,5,14448.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0,0,1,0,0,0,0,0
5078,1,0,1,14,27788.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0,0,0,0,0,1,0,0,1
5079,0,1,0,15,7322.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,0,0,0,0,0,0,0
5080,0,1,0,1,13640.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1,0,0,0,0,0,0,1,0
5081,1,1,0,13,11780.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,1,0,0,0,1
5082,1,0,1,1,21549.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0,0,0,0,0,1,0,0,0
5083,1,0,1,2,19496.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0,1,0,1,0
5084,0,1,0,15,5064.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,1,0,0,1,0
5085,1,1,0,12,18810.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,0,0,0,0,1,0,0,1,0
5086,1,1,0,15,14736.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,1,0,0,1,0
5087,1,0,1,15,31257.4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,1,0,0,0,1,0,0,1,0
5088,0,1,0,2,9824.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,1,0,1,0,0
5089,0,1,0,15,11754.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,1,0,0,1,0
5090,1,1,0,7,16072.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1,0,0,0,1,0,0,1,0
5091,1,1,0,2,13080.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,0,1,0,1,0
5092,0,1,0,1,5136.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,0,0,0,0,0
5093,0,1,0,15,18870.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,1,0,0,0,1,0,0,1,0
5094,1,1,0,1,7884.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,1,0,0,0,0,0,1,0
5095,1,1,0,15,9648.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0,0,0,1,0,1,0,0
5096,1,1,0,9,18464.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1,0,0,0,0,1,0,1,0
5097,0,1,0,1,6490.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,1,0,0,0,0,0,0,0
5098,0,1,0,15,9576.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,1,0,0,1,0,0,1,0
5099,0,1,0,15,10602.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0,1,0,0,1,0,0,1,0
5100,1,1,0,15,16828.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0,0,0,0,1,0,0,1,0
5101,1,1,0,15,14274.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,1,0,0,1,0
5102,1,1,0,5,9450.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1,0,0,1,0,0,0,1,0
5103,1,1,0,15,10528.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0,1,0,0,1,0,0,1,0
5104,1,1,0,5,5168.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,1,0,0,0,0,0,1,0
5105,0,1,0,15,16008.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0,0,0,0,1,0,1,0,0
5106,1,0,1,15,30060.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.5,1,0,0,0,1,0,0,1,0
5107,1,1,0,15,17940.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0,0,0,0,1,0,0,1,0
5108,1,1,0,4,16666.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0,0,0,0,0,1,0
5109,1,0,1,1,22464.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,0,0,0,0,1,0,0,1,0
5110,1,1,0,15,19424.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,1,0,0,1,0
5111,1,1,0,15,5696.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,1,0,0,1,0
5112,0,1,0,9,13024.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1,0,0,1,0,0,0,0,1
5113,1,1,0,15,18382.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0,0,0,1,0,0,1,0
5114,1,1,0,2,16352.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0,0,0,1,0,0,0,1,0
5115,1,1,0,15,18720.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,1,0,0,0,1,0,0,1,0
5116,0,1,0,15,14520.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0,0,0,0,1,0,0,1,0
5117,1,1,0,15,17332.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0,0,0,0,1,0,1,0,0
5118,1,1,0,5,5130.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1,0,0,0,1,0,0,0,0
5119,0,1,0,15,7836.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0,0,1,0,0,1,0
5120,1,0,1,15,19790.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,1,0,0,1,0
5121,1,1,0,9,13222.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,0,0,1,0,0
5122,0,1,0,15,15512.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,0,0,1,0,1,0,0
5123,1,1,0,15,8666.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1,0,0,0,1,0,0,1,0
5124,0,1,0,15,9184.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,1,0,1,0,0
5125,0,1,0,2,10638.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,1,1,0,0,1,0,0
5126,1,1,0,15,5608.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,0,1,0
5127,0,1,0,3,9776.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,0,0,0,0,0
5128,1,1,0,15,10620.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1,0,0,0,1,0,1,0,0
5129,1,0,1,3,13188.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0,0,0,1,0,0,0,1,0
5130,1,1,0,14,19232.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0,0,0,0,1,0,0,0,0
5131,0,1,0,15,18660.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0,0,0,0,1,0,0,1,0
5132,1,0,0,15,20436.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.5,0,0,0,0,1,0,1,0,0
5133,0,1,0,15,6860.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,0,0,1,0,0,1,0
5134,1,0,1,2,20204.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,1,0,0,0,1
5135,0,1,0,1,6810.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,0,0,0,0,0,1,0
5136,0,1,0,5,11034.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,0,1,0,0,0
5137,1,1,0,15,19764.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0,0,0,0,1,0,1,0,0
5138,1,0,1,10,30240.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0,0,0,0,0,1,0,1,0
5139,0,1,0,6,13244.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,1,0,0,1,0,0,1,0
5140,1,1,0,7,10656.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,1,0,0,0,1
5141,0,0,1,15,13824.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0,0,0,0,1,0,1,0,0
5142,1,1,0,8,12474.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0,0,0,0,1,0
5143,1,1,0,15,13420.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1,0,0,0,0,1,0,1,0
5144,1,1,0,15,10864.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,0,0,1,0,0,1,0
5145,0,1,0,2,5416.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,1,0,0,1,0
5146,1,0,1,15,14313.6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0,0,0,0,1,0,0,0,0
5147,0,1,0,1,8876.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,0,0,1,0,0,1,0
5148,0,1,0,2,11952.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0,0,0,0,1
5149,1,0,1,12,29040.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0,0,1,0,1,0,0,0,1
5150,0,1,0,15,5720.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0,0,0,0,1,0,1,0,0
5151,1,1,0,3,14472.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,1,0,0,1,0
5152,0,1,0,6,14794.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0,0,0,0,0,0,0,0,0
5153,1,1,0,15,20096.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1,0,0,0,1,0,0,1,0
5154,0,1,0,15,9808.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,0,1,0
5155,0,0,1,15,9273.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0,0,1,0,0,1,0
